0,1,2,3,4,5,6,7,8,9,Label,Traffic Type
61.976246986576705,-22.476557430176126,-36.41919126772692,-3.3752565970685953,1.4149729590939877,33.99790286461798,-4.304596930501162,3.220525482973682,13.930903852925026,23.286111475928333,Benign,Audio
44.22322961170892,-11.008740395433229,-16.464038210904913,-1.62003172586391,0.4268582328166189,6.083662049102587,0.737465446444102,-11.526529811175152,2.8688128998269278,1.5612346748350163,Benign,Audio
54.88243923355969,-15.196051894128928,-24.24519574247027,-2.6452663579533042,0.7289848423023567,15.138030650449812,-1.7021630567384176,3.420750113620387,6.082852727497261,7.256690037464216,Benign,Audio
76.19889398459502,-26.112527044311193,-43.0965291929571,-4.272685418677483,1.5789345945023192,38.24841464819996,-5.919971637417447,17.833836141533197,14.777931680516557,23.695514987840067,Benign,Audio
42.718108756362895,-10.022616231915466,-14.847908674407748,-1.8670347728490173,0.33285203826639037,4.647897452239341,0.18532473324907306,-3.590842817241703,2.309374254265147,0.42145583871448644,Benign,Audio
38.56658075323568,-10.644257241801803,-16.691946900454543,-1.7667907357692723,0.4691549086459568,9.957269543452536,-0.8356437351054689,-0.285992464604194,4.108942069095705,4.786336139354168,Benign,Audio
28.62061844953269,-6.096684800277876,-17.561523308820473,-2.4333636504659393,0.6784118115315819,23.725243667492446,-7.556110408985802,46.766807199998794,3.443384579509138,6.143994518461295,Malicious,Bruteforce
173.187849808644,25.149984088423835,-25.416433535099156,1.4050812626553997,-2.030308066768435,-90.89932281008396,41.19063997363226,-144.1771036895902,30.663749729011066,27.492677648838455,Benign,Audio
233.72083472510778,30.60911994306506,-27.16433889056959,10.083051598593624,-3.8753401672278858,-118.97669016919784,56.22623870237189,-192.4997863809576,50.46445592229008,31.93074122249304,Benign,Audio
248.76939563773138,33.83175115089592,-32.20809536385315,5.770026439825526,-4.057564957797121,-128.96309982424427,58.9869136607612,-205.33554825494883,43.35252557941222,39.41662380871357,Benign,Audio
264.7129438131654,35.074263391375005,-32.617960833707876,7.977845584416635,-4.30582081335756,-137.37068970585457,62.3803665150113,-217.891784988335,39.172480132906585,46.94817116291727,Benign,Audio
257.5312510457816,34.01856755740161,-30.69663348974942,9.983973909059074,-4.242544777028326,-131.9629171482176,61.59309690585256,-212.14460724031224,49.87719696292995,38.717533743209806,Benign,Audio
263.3579245582428,37.150487901463926,-36.572565558411,3.284097278950023,-4.2887403665878345,-137.0510778178572,62.61933105527295,-218.1070290826759,49.00029225119995,39.13579152153686,Benign,Audio
272.3980955961271,40.70097470090226,-42.40302957441102,-1.524656842778888,-4.415856206765298,-143.12890158279438,65.25996194503261,-226.56840072910998,51.64602930826908,38.268334071517025,Benign,Audio
249.72896477469908,35.86242187706673,-36.339425288855374,0.6240844274481625,-4.050490797596973,-130.79579010486955,59.10322239991198,-207.1099408500943,44.650847062981086,37.518443026284416,Benign,Audio
232.33413690100562,34.42276412712042,-35.956498190273955,-1.3562955016144318,-3.7759961995444495,-122.07514418181496,55.577961861459585,-193.0722965020649,43.892581667427315,32.38202511154185,Malicious,DoS
261.84695859790764,39.04437710929338,-40.70187397384891,-1.4814766287082841,-4.2483071726669035,-137.58352275787593,62.70853919608388,-217.74430710810825,49.60212367323221,36.715000155707195,Benign,Audio
238.353514664574,35.36272673346557,-36.921514904611,-1.382784271652875,-3.873020225710682,-125.23761426420667,57.030958397301575,-198.10214325375483,45.055440737202446,33.263159497941814,Benign,Audio
263.76764500580634,37.01406292262238,-36.54913942480747,3.0430841138146185,-4.280341691050039,-137.7389157542734,62.38120768073629,-218.26321738005393,44.56798609144269,41.99489096037985,Benign,Audio
256.3031254953677,38.17726330952561,-39.811586263799796,-1.4575865245922104,-4.1592779720209485,-134.67058522730989,61.36961488790772,-213.11065473700666,48.5302567907795,35.90208827493907,Benign,Audio
264.40928168820295,38.153653002325726,-38.68136054379764,0.5890663913338956,-4.284236651158508,-138.50629698517744,62.64956921663865,-219.37980654602424,47.46379112734987,39.704545946938325,Benign,Audio
272.518767718481,35.23935632842041,-31.81017794959838,10.434189171578756,-4.43784644361939,-141.03505223317546,64.15055400107353,-223.8262921426115,37.86594821713497,50.51434815166892,Benign,Audio
199.36805898927707,-35.14466603559266,-76.55209882860116,8.027950393872953,2.541918056944387,7.757602769928883,23.98907647992592,-244.88933869722285,-24.493376116825655,-63.6894965018341,Malicious,Bruteforce
386.6170220115788,55.18284085172149,-53.78492814794582,6.386857957011855,-5.954665136731922,-201.77190699209223,92.11612161850618,-320.5004299822304,64.48309900741567,64.09454457523064,Benign,Audio
391.5516107261114,58.135249468471876,-59.06801652122292,0.3246688024172463,-6.322856963923373,-204.9949117970479,93.58423059405483,-325.7593957640622,74.74182933086469,56.759938423497545,Benign,Background
